company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,industry_sector,company_age_years,region,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_quantity_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
AMY FINNIMORE,1817.0,1817.0,0,1,913.3755,913.3755,913.3755,0.0,913.3755,913.3755,0.0,0.0,0.0,1.0,50.0,50.0,50.0,50.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,2.0,1,0.0,0.0,0.0,913.3755,0.0,0.0,100.0,0.0,D.P. FINNIMORE & CO LLP,OC301827,llp,active,Unknown,23.9,Birmingham,2.0,2.0,0.0,0.0,54.0,75.0,24.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.0418410041841004,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMY FINNIMORE SLEEVE &,1817.0,1817.0,0,1,899.6953333333333,899.6953333333333,899.6953333333333,0.0,899.6953333333333,899.6953333333333,0.0,0.0,0.0,1.0,200.0,200.0,200.0,200.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23.0,2.0,1,0.0,0.0,0.0,899.6953333333333,0.0,0.0,100.0,0.0,D.P. FINNIMORE & CO LLP,OC301827,llp,active,Unknown,23.9,Birmingham,2.0,2.0,0.0,0.0,54.0,75.0,24.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.0418410041841004,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANAHITA,2292.0,2292.0,0,1,75.72519333333334,75.72519333333334,75.72519333333334,0.0,75.72519333333334,75.72519333333334,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,10.0,1,0.0,0.0,0.0,75.72519333333334,0.0,0.0,100.0,0.0,ANAHITA LTD,13791518,ltd,active,Wholesale & Retail,4.2,Nottingham,1.0,1.0,1.0,0.0,10.0,122.0,3.0,False,0.0,1.0,True,anahita.com,False,403.0,com,0.238095238095238,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW HARVEY,2006.0,2006.0,0,1,7983.152944444444,7983.152944444444,7983.152944444444,0.0,7983.152944444444,7983.152944444444,0.0,0.0,0.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,7.0,1,0.0,0.0,0.0,7983.152944444444,0.0,0.0,100.0,0.0,ANDREW HARVEY LIMITED,03340832,ltd,active,Construction,28.9,Cumbria,5.0,2.0,1.0,1.0,72.0,59.0,28.0,False,0.0,1.0,True,andrewharvey.co.uk,True,405.0,co.uk,0.0346020761245674,4,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW HUNTS,2606.0,2608.0,2,4,10936.610501443,2734.1526253607503,2560.977770562771,1274.7798950854035,4177.865714285715,1636.789246031746,0.6666666666666666,0.0,2.0,730.5,812.5,625.0,1500.0,500.0,473.2423621500228,30.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,30.5,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,31,28.5,12.0,1,0.0,0.0,0.0,10936.610501443,0.0,100.0,0.0,0.0,AK HUNTSMAN BARBER LTD,15950867,ltd,active,Other Services,1.4,Leicester,1.0,1.0,1.0,0.0,2.0,62.0,0.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,2.857142857142857,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDY HALL,2065.0,2065.0,0,4,2557.229097777778,639.3072744444445,642.5304133333334,42.17921039954415,687.5414133333334,584.6268577777778,0.0,0.0,0.0,4.0,106.0,106.0,200.0,12.0,108.54185060764964,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.5,5.0,1,0.0,0.0,0.0,2557.229097777778,0.0,0.0,100.0,0.0,ANDY HALL LIMITED,06019480,ltd,active,Professional Services,19.2,London,3.0,2.0,1.0,1.0,44.0,20.0,20.0,False,0.0,1.0,True,andyhall.co.uk,True,405.0,co.uk,0.2083333333333333,3,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDY LINKE,472.0,472.0,0,1,1580.22,1580.22,1580.22,0.0,1580.22,1580.22,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,40.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,43.0,10.0,1,0.0,0.0,0.0,1580.22,0.0,0.0,100.0,0.0,ACTIVE LINKERS LTD,16099632,ltd,active,Information & Communication,1.2,Southampton,1.0,1.0,1.0,0.0,2.0,42.0,0.0,False,0.0,1.0,True,andylinke.com,False,404.0,com,0.8333333333333334,3,one_time,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDY LINKE 50 +,2193.0,2193.0,0,1,1555.906666666667,1555.906666666667,1555.906666666667,0.0,1555.906666666667,1555.906666666667,0.0,0.0,0.0,1.0,100.0,100.0,100.0,100.0,0.0,35.0,35.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,38.0,1.0,1,0.0,0.0,0.0,1555.906666666667,0.0,0.0,100.0,0.0,ANDY MCGREGOR DESIGN + MEDIA LTD,SC396575,ltd,active,Professional Services,14.9,Edinburgh,1.0,1.0,1.0,0.0,30.0,35.0,14.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.0671140939597315,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDY LINKE 75 +,2193.0,2193.0,0,1,1784.0833333333337,1784.0833333333337,1784.0833333333337,0.0,1784.0833333333337,1784.0833333333337,0.0,0.0,0.0,1.0,150.0,150.0,150.0,150.0,0.0,35.0,35.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,38.0,1.0,1,0.0,0.0,0.0,1784.0833333333337,0.0,0.0,100.0,0.0,ANDY MCGREGOR DESIGN + MEDIA LTD,SC396575,ltd,active,Professional Services,14.9,Edinburgh,1.0,1.0,1.0,0.0,30.0,35.0,14.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.0671140939597315,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANECO,2599.0,2599.0,0,2,373.8460952380952,186.9230476190476,186.9230476190476,164.78551115777242,303.44399999999996,70.40209523809523,0.0,0.0,0.0,2.0,477.1217532467532,309.0,600.0,150.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,18.5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18.5,12.0,1,0.0,0.0,0.0,373.8460952380952,0.0,100.0,0.0,0.0,ANECO LIMITED,06721118,ltd,dissolved,Construction,17.3,Essex,1.0,1.0,1.0,0.0,24.0,2610.0,9.0,False,0.0,1.0,True,aneco.co.uk,False,200.0,co.uk,0.1156069364161849,1,occasional,False,False,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
ANV SEWING,1569.0,1569.0,0,1,313.663,313.663,313.663,0.0,313.663,313.663,0.0,0.0,0.0,1.0,258.0,258.0,258.0,258.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12.0,10.0,1,0.0,0.0,0.0,313.663,0.0,0.0,100.0,0.0,A&P SEWING LTD,14055490,ltd,active,Wholesale & Retail,3.8,Southampton,2.0,2.0,2.0,0.0,8.0,70.0,3.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.2631578947368421,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APL,133.0,133.0,0,2,3435.25208,1717.62604,1717.62604,153.6680119953013,1826.2857333333332,1608.9663466666666,0.0,0.0,0.0,2.0,2000.0,2000.0,2000.0,2000.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,4,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15.5,9.0,1,0.0,0.0,3435.25208,0.0,100.0,0.0,100.0,0.0,APL LTD,14124479,ltd,active,Administrative Services,3.7,Wednesbury,1.0,1.0,1.0,0.0,6.0,241.0,2.0,False,0.0,1.0,True,apl.co.uk,True,405.0,co.uk,0.5405405405405405,3,occasional,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL PACKAGING,907.0,940.0,33,5,32421.010675324676,6484.202135064936,6425.834476190476,3874.147378216942,11178.145428571428,2671.9744761904763,8.25,0.0,25.0,55.340909090909086,2600.0,2000.0,6000.0,1000.0,1949.3588689617927,13.333333333333334,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.2,7,100.0,20.0,100.0,100.0,100.0,20.0,80.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,17.8,6.0,3,0.0,0.0,0.0,32421.010675324676,0.0,0.0,100.0,0.0,APL PACKAGING LTD,06736803,ltd,liquidation,Administrative Services,17.3,Manchester,5.0,2.0,2.0,0.0,57.0,272.0,15.0,True,1.0,2.0,True,aplpackaging.co.uk,True,403.0,co.uk,0.2890173410404624,5,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APT,203.0,2646.0,2443,100,96847.77715889543,968.4777715889544,232.72865416666667,5012.534239606731,49205.805555555555,41.75906666666666,24.67676767676768,0.0,125.0,14.950880065493246,273.18,30.0,13000.0,1.0,1352.6016336652635,26.843434343434343,20.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,5.11,6,100.0,11.0,100.0,1.0,0.0,14.000000000000002,85.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,17.23,1.0,12,-3493.05487359551,-28.853980760876336,2381.38103034127,94466.39612855416,2.458890746076913,0.0,100.0,0.0,APT LIMITED,02649503,ltd,active,Professional Services,34.4,Middlesex,6.0,1.0,1.0,0.0,94.0,48.0,33.0,False,0.0,2.0,True,apt.co.uk,False,301.0,co.uk,2.906976744186047,5,power_user,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQUATINT,2465.0,2465.0,0,1,3883.333333333333,3883.333333333333,3883.333333333333,0.0,3883.333333333333,3883.333333333333,0.0,0.0,0.0,1.0,1400.0,1400.0,1400.0,1400.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,31.0,4.0,1,0.0,0.0,0.0,3883.333333333333,0.0,0.0,100.0,0.0,AQUATINT LIMITED,03933601,ltd,dissolved,Professional Services,25.9,Pembrokeshire,4.0,3.0,2.0,1.0,41.0,5074.0,10.0,False,0.0,0.0,True,aquatint.co.uk,True,200.0,co.uk,0.0386100386100386,4,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARRIVAL,2087.0,2087.0,0,1,397.5434236111111,397.5434236111111,397.5434236111111,0.0,397.5434236111111,397.5434236111111,0.0,0.0,0.0,1.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,27.0,5.0,1,0.0,0.0,0.0,397.5434236111111,0.0,0.0,100.0,0.0,ARRIVAL UK LTD,09475811,ltd,administration,Professional Services,10.9,London,11.0,3.0,3.0,0.0,215.0,159.0,4.0,True,11.0,8.0,True,arrival.co.uk,True,405.0,co.uk,0.091743119266055,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHUR GODDARD,920.0,920.0,0,1,129.64,129.64,129.64,0.0,129.64,129.64,0.0,0.0,0.0,1.0,8.0,8.0,8.0,8.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.0,7.0,1,0.0,0.0,0.0,129.64,0.0,0.0,100.0,0.0,A. & W. GODDARD LIMITED,00550068,ltd,active,Other Services,70.7,Alton,6.0,5.0,4.0,1.0,117.0,238.0,36.0,True,8.0,1.0,False,Unknown,False,301.0,Unknown,0.0141442715700141,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTISAN,276.0,2102.0,1826,17,14845.886505,873.2874414705883,569.7418333333333,1560.478321959458,6848.561458333334,177.75,114.125,0.0,521.0,3.400465498357065,320.11764705882354,200.0,1000.0,3.0,329.17071603366793,18.235294117647054,20.0,45.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,64.70588235294117,6.294117647058823,9,100.0,64.70588235294117,100.0,29.411764705882355,23.52941176470588,82.35294117647058,41.17647058823529,100.0,88.23529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.88235294117647,4.0,7,-823.5060038253474,-33.28218911877021,1325.5261666666663,13520.360338333334,8.928575374870592,0.0,100.0,0.0,ARTISAN LIMITED,06390590,ltd,dissolved,Wholesale & Retail,18.3,London,3.0,3.0,2.0,1.0,5.0,5739.0,1.0,False,0.0,0.0,True,artisan.co.uk,True,200.0,co.uk,0.9289617486338796,4,frequent,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTISAN PRINT,2102.0,2102.0,0,1,930.01,930.01,930.01,0.0,930.01,930.01,0.0,0.0,0.0,1.0,5000.0,5000.0,5000.0,5000.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,19.0,4.0,1,0.0,0.0,0.0,930.01,0.0,0.0,100.0,0.0,ARTISAN PRINT LTD,16838701,ltd,active,Wholesale & Retail,0.2,London,1.0,1.0,1.0,0.0,1.0,87.0,0.0,False,0.0,1.0,True,artisanprint.co.uk,True,200.0,co.uk,5.0,2,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTISAN PRINT SOLUTIONS,444.0,2558.0,2114,2,1763.0729071428573,881.5364535714286,881.5364535714286,873.5644837142835,1499.2398238095238,263.8330833333333,2114.0,2114.0,2114.0,0.3455534531693472,550.0,550.0,1000.0,100.0,636.3961030678928,20.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,7.0,9,100.0,50.0,100.0,50.0,50.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,20.5,1.0,2,247.08134809522716,28.02848901984821,0.0,1763.0729071428573,0.0,0.0,100.0,0.0,ARTISAN PRINT LTD,16838701,ltd,active,Wholesale & Retail,0.2,London,1.0,1.0,1.0,0.0,1.0,87.0,0.0,False,0.0,1.0,True,artisanprintsolutions.co.uk,True,200.0,co.uk,10.0,3,occasional,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHGROVE TRADING,855.0,855.0,0,1,26299.84388888889,26299.84388888889,26299.84388888889,0.0,26299.84388888889,26299.84388888889,0.0,0.0,0.0,1.0,5000.0,5000.0,5000.0,5000.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.0,9.0,1,0.0,0.0,0.0,26299.84388888889,0.0,0.0,100.0,0.0,ASHGROVE TRADING LTD,SC841533,ltd,active,Wholesale & Retail,0.9,Lanarkshire Gb,2.0,2.0,1.0,1.0,6.0,223.0,0.0,False,0.0,1.0,True,ashgrovetrading.co.uk,False,200.0,co.uk,1.1111111111111112,5,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHMAN,2415.0,2578.0,163,7,11293.504314285714,1613.3577591836734,1481.6690476190477,1336.3894741830045,4395.0,491.41440000000006,27.166666666666668,0.0,81.0,15.68558282208589,1200.0,400.0,3000.0,200.0,1562.049935181331,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.57142857142857,11.857142857142858,21,57.14285714285714,0.0,57.14285714285714,0.0,0.0,42.857142857142854,14.285714285714285,57.14285714285714,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,21.0,1.0,3,0.0,0.0,0.0,11293.504314285714,0.0,42.857142857142854,57.14285714285714,0.0,ASHMAN LTD,16630469,ltd,active,Real Estate,0.5,Somerset,1.0,1.0,1.0,0.0,1.0,181.0,0.0,False,0.0,1.0,True,ashman.co.uk,True,200.0,co.uk,14.0,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHMAN & CLOUGH,2131.0,2598.0,467,23,42419.496664126986,1844.3259419185647,1170.0468999999998,2623.2466006022137,12981.0,110.79406666666668,21.227272727272727,0.0,153.0,17.988758029978587,3032.8636363636365,508.0,50000.0,1.0,10552.004121517364,18.73684210526316,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.391304347826086,5.869565217391305,20,95.65217391304348,8.695652173913043,95.65217391304348,8.695652173913043,8.695652173913043,86.95652173913044,17.391304347826086,95.65217391304348,82.6086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,22.782608695652176,7.0,10,841.9516933343983,5.954467352601197,0.0,42419.496664126986,0.0,4.3478260869565215,95.65217391304348,0.0,ASHMAN & CLOUGH LIMITED,01054247,ltd,active,Other Services,53.7,Northamptonshire,9.0,2.0,1.0,1.0,124.0,124.0,30.0,True,3.0,2.0,True,ashmanandclough.co.uk,True,307.0,co.uk,0.4283054003724394,5,frequent,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHWYK,1257.0,2053.0,796,2,3506.308571428571,1753.1542857142856,1753.1542857142856,1172.6362547784634,2582.333333333333,923.9752380952382,796.0,796.0,796.0,0.917713567839196,330.0,330.0,500.0,160.0,240.41630560342617,17.5,17.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,5.5,6,100.0,0.0,100.0,100.0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.5,6.0,2,-829.1790476187646,-47.29641049709057,0.0,3506.308571428571,0.0,0.0,100.0,0.0,ASHWYK LIMITED,02554669,ltd,active,Professional Services,35.3,Essex,6.0,5.0,3.0,2.0,120.0,89.0,30.0,True,2.0,2.0,True,ashwyk.co.uk,True,307.0,co.uk,0.056657223796034,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTLES CONTROLS,1823.0,1823.0,0,1,190.26666666666665,190.26666666666665,190.26666666666665,0.0,190.26666666666665,190.26666666666665,0.0,0.0,0.0,1.0,504.0,504.0,504.0,504.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23.0,1.0,1,0.0,0.0,0.0,190.26666666666665,0.0,0.0,100.0,0.0,ASTLES CONTROL SYSTEMS LIMITED,02490943,ltd,active,Manufacturing,35.8,Cambs,12.0,4.0,3.0,1.0,106.0,63.0,35.0,True,5.0,1.0,False,Unknown,False,301.0,Unknown,0.0279329608938547,1,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASTRA LIGHTING,1816.0,1816.0,0,1,2103.546875,2103.546875,2103.546875,0.0,2103.546875,2103.546875,0.0,0.0,0.0,1.0,500.0,500.0,500.0,500.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.0,2.0,1,0.0,0.0,0.0,2103.546875,0.0,0.0,100.0,0.0,ASTRA LIGHTING LIMITED,07486358,ltd,active,Construction,15.1,Wirksworth,1.0,1.0,1.0,0.0,25.0,1425.0,10.0,False,0.0,0.0,True,astralighting.co.uk,False,301.0,co.uk,0.0662251655629139,3,one_time,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATMOSSPHERE,809.0,843.0,34,3,47136.202666666664,15712.067555555555,19155.753333333338,5964.638732413458,19155.753333333338,8824.696,17.0,0.0,34.0,32.22794117647059,8000.0,9000.0,9000.0,6000.0,1732.0508075688772,13.333333333333334,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15.333333333333334,10.0,2,0.0,0.0,0.0,47136.202666666664,0.0,0.0,100.0,0.0,ATMOS-SPHERE LTD,13359648,ltd,dissolved,Information & Communication,4.8,Treorchy,1.0,1.0,1.0,0.0,5.0,1105.0,0.0,False,0.0,2.0,True,atmossphere.com,True,404.0,com,0.625,5,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVENUE ONE,2340.0,2340.0,0,3,3260.3259047256497,1086.7753015752166,950.4145714285714,259.46199227124515,1385.9856190113635,923.9257142857144,0.0,0.0,0.0,3.0,1300.0,300.0,3300.0,300.0,1732.0508075688772,16.666666666666668,20.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.0,8,100.0,33.33333333333333,100.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,100.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.333333333333332,8.0,1,0.0,0.0,0.0,3260.3259047256497,0.0,0.0,100.0,0.0,AVENUE ONE GRAPHICS LTD,02756053,ltd,active,Manufacturing,33.3,Thame,9.0,2.0,2.0,0.0,110.0,83.0,33.0,True,5.0,2.0,True,avenueone.co.uk,False,301.0,co.uk,0.0900900900900901,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
